    142 Int J Syst Evol Microbiol
     89 Appl Environ Microbiol
     56 Environ Microbiol
     50 ISME J
     43 Front Microbiol
     35 Extremophiles
     34 PLoS One
     32 FEMS Microbiol Ecol
     30 Proc Natl Acad Sci U S A
     24 J Bacteriol
     18 Mar Genomics
     15 Antonie Van Leeuwenhoek
     13 Stand Genomic Sci
     13 Sci Rep
     12 Syst Appl Microbiol
     12 Int J Syst Bacteriol
     11 Microb Ecol
      9 Microbiome
      9 Environ Microbiol Rep
      9 BMC Genomics
      9 Arch Microbiol
      9 Appl Microbiol Biotechnol
      8 mBio
      8 Microbes Environ
      8 FEMS Microbiol Lett
      7 Nature
      7 Nat Commun
      7 Mar Biotechnol (NY)
      7 Genome Announc
      6 mSystems
      6 Mol Biol Evol
      6 Mar Drugs
      6 Geobiology
      6 Biol Bull
      5 Microorganisms
      5 Curr Microbiol
      4 Science
      4 Res Microbiol
      4 Proc Biol Sci
      4 Mol Mar Biol Biotechnol
      4 Mikrobiologiia
      4 Microbiologyopen
      4 J Microbiol
      4 Int J Mol Sci
      4 Fish Shellfish Immunol
      3 Sci Total Environ
      3 Nat Microbiol
      3 J Mol Evol
      3 J Biol Chem
      3 J Appl Microbiol
      3 Front Cell Infect Microbiol
      3 Elife
      3 Curr Biol
      3 Carbohydr Res
      3 Astrobiology
      3 Archaea
      2 World J Microbiol Biotechnol
      2 Viruses
      2 PLoS Genet
      2 PLoS Biol
      2 Microbiol Resour Announc
      2 Microbiol Res
      2 J Ind Microbiol Biotechnol
      2 J Eukaryot Microbiol
      2 J Biotechnol
      2 J Agric Food Chem
      2 Int J Biol Macromol
      2 Front Bioeng Biotechnol
      2 Enzyme Microb Technol
      2 Dev Comp Immunol
      2 Biochim Biophys Acta
      2 Annu Rev Microbiol
      1 iScience
      1 Wiley Interdiscip Rev Syst Biol Med
      1 Wei Sheng Wu Xue Bao
      1 Virus Genes
      1 Virologie (Montrouge)
      1 Virol J
      1 Trends Microbiol
      1 Semin Cell Dev Biol
      1 RNA Biol
      1 Proteomics
      1 Proteins
      1 Prog Mol Subcell Biol
      1 Plasmid
      1 PeerJ
      1 Nucleic Acids Res
      1 Naturwissenschaften
      1 Nat Rev Microbiol
      1 Molecules
      1 Mol Microbiol
      1 Mol Cells
      1 Mitochondrial DNA B Resour
      1 Microbiology (Reading)
      1 Microbiol Spectr
      1 Marine Microbial Diversity: The Key to Earth's Habitability: This report is based on a colloquium, sponsored by the American Academy of Microbiology, held April 8–10, 2005, in San Francisco, California
      1 Mar Biol
      1 Journal/Book
      1 J Virol
      1 J Theor Biol
      1 J Proteomics
      1 J Proteome Res
      1 J Oceanol Limnol
      1 J Nat Prod
      1 J Gen Appl Microbiol
      1 J Environ Sci Health A Tox Hazard Subst Environ Eng
      1 J Biosci Bioeng
      1 J Basic Microbiol
      1 Geomicrobiol J
      1 Genomics
      1 Genome Biol Evol
      1 Genetics
      1 Genes (Basel)
      1 Gene
      1 Front Immunol
      1 Front Biosci
      1 Folia Microbiol (Praha)
      1 FEBS Lett
      1 FEBS J
      1 Environ Sci Pollut Res Int
      1 Ecol Evol
      1 Data Brief
      1 DNA Res
      1 Curr Genomics
      1 Comp Biochem Physiol B Biochem Mol Biol
      1 Carbohydr Polym
      1 C R Biol
      1 Brief Bioinform
      1 Braz J Microbiol
      1 Biotechnol Lett
      1 Biotechnol Adv
      1 Biosci Biotechnol Biochem
      1 Biomolecules
      1 Biology (Basel)
      1 Biol Open
      1 Biofouling
      1 Biochemistry
      1 Biochem Soc Trans
      1 BMC Microbiol
      1 BMC Evol Biol
      1 BMC Biol
      1 Appl Biochem Biotechnol
      1 AIMS Microbiol
